Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,12.374099731445312,11.9552001953125,11.988900184631348,12.350000381469727,6105756.0,8.432369232177734
2010-01-05,12.749600410461426,12.282600402832031,12.325900077819824,12.537799835205078,7195071.0,8.560596466064453
2010-01-06,12.759300231933594,12.479999542236328,12.537799835205078,12.759300231933594,5494117.0,8.711833953857422
2010-01-07,12.764100074768066,12.518500328063965,12.672599792480469,12.764100074768066,5533532.0,8.715110778808594
2010-01-08,13.0,12.72070026397705,12.84589958190918,12.971099853515625,7435691.0,8.856447219848633
2010-01-11,13.086700439453125,12.855600357055664,13.0,12.889300346374512,4475483.0,8.8005952835083
2010-01-12,12.850700378417969,12.441499710083008,12.759300231933594,12.441499710083008,6509744.0,8.494844436645508
2010-01-13,12.508899688720703,12.104399681091309,12.234399795532227,12.287400245666504,6054960.0,8.389628410339355
2010-01-14,12.48960018157959,12.234399795532227,12.431900024414062,12.422200202941895,5164551.0,8.481666564941406
2010-01-15,12.701499938964844,12.277799606323242,12.614800453186035,12.436699867248535,9381650.0,8.491567611694336
2010-01-18,12.614800453186035,12.1766996383667,12.614800453186035,12.268199920654297,4941768.0,8.376519203186035
2010-01-19,12.422200202941895,12.065899848937988,12.350000381469727,12.325900077819824,5888941.0,8.415914535522461
2010-01-20,12.494400024414062,12.075599670410156,12.388500213623047,12.142999649047852,5189388.0,8.291034698486328
2010-01-21,12.325900077819824,11.623000144958496,12.29699993133545,11.709600448608398,9562621.0,7.995116233825684
2010-01-22,11.777000427246094,11.078900337219238,11.647000312805176,11.415900230407715,15084104.0,7.794582843780518
2010-01-25,11.805899620056152,11.420700073242188,11.449600219726562,11.545900344848633,7468317.0,7.8833441734313965
2010-01-26,11.531499862670898,11.237799644470215,11.372599601745605,11.425600051879883,8861491.0,7.801204204559326
2010-01-27,11.367799758911133,11.050000190734863,11.285900115966797,11.126999855041504,7095726.0,7.597326278686523
2010-01-28,11.517000198364258,10.934399604797363,11.45930004119873,10.934399604797363,7796770.0,7.465822219848633
2010-01-29,11.151100158691406,10.89109992980957,10.977800369262695,11.016300201416016,8095736.0,7.521742343902588
2010-02-01,11.247400283813477,10.895899772644043,10.944100379943848,11.218500137329102,5840269.0,7.659801483154297
2010-02-02,11.382200241088867,11.098199844360352,11.237799644470215,11.204099655151367,6674901.0,7.64996862411499
